[2024-12-31 00:10:52] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.218855218858647 Load Average:1.22 Memory Used %:50.024055833623294 Power Consumption (estimate):5.218855218858647]
[2024-12-31 00:10:53] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:6.98653198654575 Load Average:1.22 Memory Used %:49.99391076255989 Power Consumption (estimate):6.98653198654575]
[2024-12-31 00:10:53] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:6.98653198654575 Load Average:1.22 Memory Used %:49.99391076255989 Power Consumption (estimate):6.98653198654575]
[2024-12-31 00:10:54] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:2.3470243084652913 Load Average:1.22 Memory Used %:50.02813763014908 Power Consumption (estimate):2.3470243084652913]
[2024-12-31 00:10:54] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:2.3470243084652913 Load Average:1.22 Memory Used %:50.02813763014908 Power Consumption (estimate):2.3470243084652913]
[2024-12-31 00:10:55] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.976430976436261 Load Average:1.22 Memory Used %:50.02121195899467 Power Consumption (estimate):5.976430976436261]
[2024-12-31 00:10:55] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.976430976436261 Load Average:1.22 Memory Used %:50.02121195899467 Power Consumption (estimate):5.976430976436261]
[2024-12-31 00:10:56] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:3.7130801687711705 Load Average:1.2 Memory Used %:50.00635689622869 Power Consumption (estimate):3.7130801687711705]
[2024-12-31 00:10:56] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:3.7130801687711705 Load Average:1.2 Memory Used %:50.00635689622869 Power Consumption (estimate):3.7130801687711705]
[2024-12-31 00:10:57] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:6.8644067796627155 Load Average:1.2 Memory Used %:49.95928240678783 Power Consumption (estimate):6.8644067796627155]
[2024-12-31 00:10:57] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:6.8644067796627155 Load Average:1.2 Memory Used %:49.95928240678783 Power Consumption (estimate):6.8644067796627155]
[2024-12-31 00:10:58] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.852417302791543 Load Average:1.2 Memory Used %:49.95269130911913 Power Consumption (estimate):5.852417302791543]
[2024-12-31 00:10:58] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.852417302791543 Load Average:1.2 Memory Used %:49.95269130911913 Power Consumption (estimate):5.852417302791543]
[2024-12-31 00:10:59] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.280804694052624 Load Average:1.2 Memory Used %:49.977014801531006 Power Consumption (estimate):5.280804694052624]
[2024-12-31 00:10:59] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.280804694052624 Load Average:1.2 Memory Used %:49.977014801531006 Power Consumption (estimate):5.280804694052624]
[2024-12-31 00:11:00] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:6.476030277540494 Load Average:1.2 Memory Used %:49.947973822970475 Power Consumption (estimate):6.476030277540494]
[2024-12-31 00:11:00] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:6.476030277540494 Load Average:1.2 Memory Used %:49.947973822970475 Power Consumption (estimate):6.476030277540494]
[2024-12-31 00:11:07] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.9714045416245725 Load Average:1.1 Memory Used %:51.94219908460694 Power Consumption (estimate):5.9714045416245725]
[2024-12-31 00:11:07] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.9714045416245725 Load Average:1.1 Memory Used %:51.94219908460694 Power Consumption (estimate):5.9714045416245725]
[2024-12-31 00:11:24] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.47138047138292 Load Average:1.25 Memory Used %:49.9634980327079 Power Consumption (estimate):5.47138047138292]
[2024-12-31 00:11:24] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.47138047138292 Load Average:1.25 Memory Used %:49.9634980327079 Power Consumption (estimate):5.47138047138292]
[2024-12-31 00:11:25] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.99156118143932 Load Average:1.25 Memory Used %:50.00411525387436 Power Consumption (estimate):5.99156118143932]
